Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/preauth/decision,25034,13100,1100.0,923.4078394115685,0.4002499999842257,5337.4277909997545,132.63002316849085,210.16614633233934,109.97749128999142,1100,1100,1300,1500,1700,2000,2400,2600,3500,4500,5300
,Aggregated,25034,13100,1100.0,923.4078394115685,0.4002499999842257,5337.4277909997545,132.63002316849085,210.16614633233934,109.97749128999142,1100,1100,1300,1500,1700,2000,2400,2600,3500,4500,5300
